Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2015-03-20,175237_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,18:33:56,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,18:34:04,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,18:34:04,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,18:34:26,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,18:35:16,5,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,1,,,AFI,,,,,,,
Day 1,18:45:34,6,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,1,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,18:45:34,12,BOLD_REST1_PA_SBRef_split_1,BOLD_REST1_PA_SBRef_split_1,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,18:45:43,7,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,1,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,19:02:45,8,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,19:03:06,9,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,105,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,19:04:58,10,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,106,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,19:05:19,11,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,107,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,19:08:20,13,tfMRI_SBRef,BOLD_MOVIE1_AP_SBRef,,1,Y,Y,108,tfMRI_SBRef,N,B,1,2,,tfMRI_MOVIE1_AP_SBRef,'-y,,,,,,
Day 1,19:08:29,14,tfMRI,BOLD_MOVIE1_AP,,1,Y,Y,109,tfMRI,Y,B,1,2,,tfMRI_MOVIE1_AP,'-y,,,1,Y,100.0,
Day 1,19:33:36,15,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,19:33:43,16,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,19:33:43,17,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,19:33:58,18,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,19:37:19,19,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,110,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,19:37:40,20,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,111,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,19:38:51,21,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,112,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,19:39:12,22,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,113,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,19:41:31,23,tfMRI_SBRef,BOLD_MOVIE2_PA_SBRef,,1,Y,Y,114,tfMRI_SBRef,N,B,2,2,,tfMRI_MOVIE2_PA_SBRef,'+y,,,,,,
Day 1,19:41:40,24,tfMRI,BOLD_MOVIE2_PA,,1,Y,Y,115,tfMRI,Y,B,2,2,,tfMRI_MOVIE2_PA,'+y,,,1,Y,100.0,
Day 1,19:57:06,25,FieldMap,FieldMap_Magnitude,,1,Y,N,116,,,,2,,,,,,,,,,
Day 1,19:57:07,26,FieldMap,FieldMap_Phase,,1,Y,N,117,,,,2,,,,,,,,,,
,2015-03-21,175237_diff_7T,,,,,,,,,,,,,,,,,,,,,
Day 2,10:21:55,1,Localizer,Localizer,,2,N,,,,,,,,,,,,,,,,
Day 2,10:22:02,2,AAHScout,AAHScout_32ch,,2,N,,,,,,,,,,,,,,,,
Day 2,10:22:02,3,AAHScout,AAHScout_32ch_MPR,,2,N,,,,,,,,,,,,,,,,
Day 2,10:22:20,4,Localizer_aligned,Localizer_aligned,,2,N,,,,,,,,,,,,,,,,
Day 2,10:27:08,5,rfMRI_SBRef,BOLD_REST3_PA_SBRef,,2,Y,Y,201,rfMRI_SBRef,N,C,3,3,,rfMRI_REST3_PA_SBRef,'+y,,,,,,
Day 2,10:27:17,6,rfMRI,BOLD_REST3_PA,,2,Y,Y,202,rfMRI,Y,C,3,3,,rfMRI_REST3_PA,'+y,,,1,Y,100.0,
