Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2015-02-20,680957_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,19:42:10,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,19:42:17,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,19:42:17,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,19:42:35,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,19:44:00,5,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,19:44:07,6,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,19:44:07,7,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,19:44:22,8,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,19:45:14,9,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,2,,,AFI,,,,,,,
Day 1,19:53:47,10,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,2,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,19:53:56,11,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,2,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,20:11:18,12,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,2,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,20:11:39,13,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,105,FieldMap_SE_EPI,N,B,2,1,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,20:13:25,14,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,106,FieldMap_SE_EPI_SBRef,N,B,2,1,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,20:13:46,15,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,107,FieldMap_SE_EPI,N,B,2,1,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,20:16:47,16,tfMRI_SBRef,BOLD_MOVIE1_AP_SBRef,,1,Y,Y,108,tfMRI_SBRef,N,B,2,2,,tfMRI_MOVIE1_AP_SBRef,'-y,,,,,,
Day 1,20:16:56,17,tfMRI,BOLD_MOVIE1_AP,,1,Y,Y,109,tfMRI,Y,B,2,2,,tfMRI_MOVIE1_AP,'-y,,,1,Y,100.0,
Day 1,20:33:33,18,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,110,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,20:33:54,19,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,111,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,20:35:04,20,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,112,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,20:35:25,21,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,113,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_AP,'-y,,,,,,
