Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2015-08-29,100610_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,10:08:56,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,10:09:03,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,10:09:03,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,10:09:21,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,10:10:04,5,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,1,,,AFI,,,,,,,
Day 1,10:17:36,6,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,1,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,10:17:45,7,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,1,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,10:34:26,8,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,10:34:47,9,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,105,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,10:36:33,10,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,106,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,10:36:54,11,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,107,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,10:39:12,12,tfMRI_SBRef,BOLD_MOVIE1_AP_SBRef,,1,Y,Y,108,tfMRI_SBRef,N,B,1,2,,tfMRI_MOVIE1_AP_SBRef,'-y,,,,,,
Day 1,10:39:21,13,tfMRI,BOLD_MOVIE1_AP,,1,Y,Y,109,tfMRI,Y,B,1,2,,tfMRI_MOVIE1_AP,'-y,,,1,Y,100.0,
Day 1,11:05:25,14,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,11:05:32,15,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,11:05:32,16,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,11:05:47,17,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,11:07:53,18,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,110,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,11:08:14,19,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,111,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,11:09:24,20,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,112,FieldMap_SE_EPI_SBRef,N,B,2,2,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,11:09:45,21,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,113,FieldMap_SE_EPI,N,B,2,2,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,11:11:42,22,tfMRI_SBRef,BOLD_MOVIE2_PA_SBRef,,1,Y,Y,114,tfMRI_SBRef,N,B,2,2,,tfMRI_MOVIE2_PA_SBRef,'+y,,,,,,
Day 1,11:11:51,23,tfMRI,BOLD_MOVIE2_PA,,1,Y,Y,115,tfMRI,Y,B,2,2,,tfMRI_MOVIE2_PA,'+y,,,1,Y,100.0,
Day 1,11:27:18,24,FieldMap,FieldMap_Magnitude,,1,Y,N,116,,,,2,,,,,,,,,,
Day 1,11:27:18,25,FieldMap,FieldMap_Phase,,1,Y,N,117,,,,2,,,,,,,,,,
,2015-08-29,100610_ret_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,12:58:29,1,Localizer,Localizer,,2,N,,,,,,,,,,,,,,,,
Day 1,12:58:37,2,AAHScout,AAHScout_32ch,,2,N,,,,,,,,,,,,,,,,
Day 1,12:58:37,3,AAHScout,AAHScout_32ch_MPR,,2,N,,,,,,,,,,,,,,,,
Day 1,12:58:55,4,Localizer_aligned,Localizer_aligned,,2,N,,,,,,,,,,,,,,,,
Day 1,13:02:52,5,rfMRI_SBRef,BOLD_REST2_AP_SBRef,,2,Y,Y,201,rfMRI_SBRef,N,C,3,3,,rfMRI_REST2_AP_SBRef,'-y,,,,,,
Day 1,13:03:01,6,rfMRI,BOLD_REST2_AP,,2,Y,Y,202,rfMRI,Y,C,3,3,,rfMRI_REST2_AP,'-y,,,1,Y,100.0,
Day 1,13:19:14,7,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,203,FieldMap_SE_EPI_SBRef,N,C,3,3,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,13:19:35,8,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,204,FieldMap_SE_EPI,N,C,3,3,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,13:20:46,9,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,2,Y,Y,205,FieldMap_SE_EPI_SBRef,N,C,3,3,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,13:21:07,10,FieldMap_SE_EPI,BOLD_AP_SE,,2,Y,Y,206,FieldMap_SE_EPI,N,C,3,3,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,13:23:28,11,tfMRI_SBRef,BOLD_RET1_AP_SBRef,,2,Y,Y,207,tfMRI_SBRef,N,C,3,4,,tfMRI_RETCCW_AP_SBRef,'-y,,,,,,
Day 1,13:23:37,12,tfMRI,BOLD_RET1_AP,,2,Y,Y,208,tfMRI,Y,C,3,4,,tfMRI_RETCCW_AP,'-y,,,1,Y,100.0,
Day 1,13:30:18,13,tfMRI_SBRef,BOLD_RET2_PA_SBRef,,2,Y,Y,209,tfMRI_SBRef,N,C,3,4,,tfMRI_RETCW_PA_SBRef,'+y,,,,,,
Day 1,13:30:27,14,tfMRI,BOLD_RET2_PA,,2,Y,Y,210,tfMRI,Y,C,3,4,,tfMRI_RETCW_PA,'+y,,,1,Y,100.0,
Day 1,13:37:05,15,tfMRI_SBRef,BOLD_RET3_AP_SBRef,,2,Y,Y,211,tfMRI_SBRef,N,C,3,4,,tfMRI_RETEXP_AP_SBRef,'-y,,,,,,
Day 1,13:37:14,16,tfMRI,BOLD_RET3_AP,,2,Y,Y,212,tfMRI,Y,C,3,4,,tfMRI_RETEXP_AP,'-y,,,1,Y,100.0,
Day 1,13:43:57,17,tfMRI_SBRef,BOLD_RET4_PA_SBRef,,2,Y,Y,213,tfMRI_SBRef,N,C,3,4,,tfMRI_RETCON_PA_SBRef,'+y,,,,,,
Day 1,13:44:06,18,tfMRI,BOLD_RET4_PA,,2,Y,Y,214,tfMRI,Y,C,3,4,,tfMRI_RETCON_PA,'+y,,,1,Y,100.0,
Day 1,13:57:20,19,Localizer,Localizer,,2,N,,,,,,,,,,,,,,,,
Day 1,13:57:26,20,AAHScout,AAHScout_32ch,,2,N,,,,,,,,,,,,,,,,
Day 1,13:57:26,21,AAHScout,AAHScout_32ch_MPR,,2,N,,,,,,,,,,,,,,,,
Day 1,13:57:42,22,Localizer_aligned,Localizer_aligned,,2,N,,,,,,,,,,,,,,,,
Day 1,13:59:12,23,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,215,FieldMap_SE_EPI_SBRef,N,C,4,4,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,13:59:33,24,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,216,FieldMap_SE_EPI,N,C,4,4,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,14:00:44,25,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,2,Y,Y,217,FieldMap_SE_EPI_SBRef,N,C,4,4,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,14:01:05,26,FieldMap_SE_EPI,BOLD_AP_SE,,2,Y,Y,218,FieldMap_SE_EPI,N,C,4,4,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,14:03:04,27,tfMRI_SBRef,BOLD_RET5_AP_SBRef,,2,Y,Y,219,tfMRI_SBRef,N,C,4,4,,tfMRI_RETBAR1_AP_SBRef,'-y,,,,,,
Day 1,14:03:13,28,tfMRI,BOLD_RET5_AP,,2,Y,Y,220,tfMRI,Y,C,4,4,,tfMRI_RETBAR1_AP,'-y,,,1,Y,100.0,
Day 1,14:10:02,29,tfMRI_SBRef,BOLD_RET6_PA_SBRef,,2,Y,Y,221,tfMRI_SBRef,N,C,4,4,,tfMRI_RETBAR2_PA_SBRef,'+y,,,,,,
Day 1,14:10:12,30,tfMRI,BOLD_RET6_PA,,2,Y,Y,222,tfMRI,Y,C,4,4,,tfMRI_RETBAR2_PA,'+y,,,1,Y,100.0,
Day 1,14:15:20,31,FieldMap,FieldMap_Magnitude,,2,Y,N,223,,,,4,,,,,,,,,,
Day 1,14:15:20,32,FieldMap,FieldMap_Phase,,2,Y,N,224,,,,4,,,,,,,,,,
,2015-08-30,100610_diff_7T,,,,,,,,,,,,,,,,,,,,,
Day 2,07:57:28,1,Localizer,Localizer,,3,N,,,,,,,,,,,,,,,,
Day 2,07:57:36,2,AAHScout,AAHScout_32ch,,3,N,,,,,,,,,,,,,,,,
Day 2,07:57:36,3,AAHScout,AAHScout_32ch_MPR,,3,N,,,,,,,,,,,,,,,,
Day 2,07:57:55,4,Localizer_aligned,Localizer_aligned,,3,N,,,,,,,,,,,,,,,,
Day 2,08:02:36,5,rfMRI_SBRef,BOLD_REST3_PA_SBRef,,3,Y,Y,301,rfMRI_SBRef,N,D,5,5,,rfMRI_REST3_PA_SBRef,'+y,,,,,,
Day 2,08:02:45,6,rfMRI,BOLD_REST3_PA,,3,Y,Y,302,rfMRI,Y,D,5,5,,rfMRI_REST3_PA,'+y,,,1,Y,100.0,
Day 2,08:19:04,7,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,3,Y,Y,303,FieldMap_SE_EPI_SBRef,N,D,5,5,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 2,08:19:25,8,FieldMap_SE_EPI,BOLD_PA_SE,,3,Y,Y,304,FieldMap_SE_EPI,N,D,5,5,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 2,08:20:41,9,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,3,Y,Y,305,FieldMap_SE_EPI_SBRef,N,D,5,5,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 2,08:21:02,10,FieldMap_SE_EPI,BOLD_AP_SE,,3,Y,Y,306,FieldMap_SE_EPI,N,D,5,5,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 2,08:23:15,11,dMRI_SBRef,DWI_AP_dir71_SBRef,,3,Y,Y,307,dMRI_SBRef,N,D,5,5,,DWI_dir71_AP_SBRef,'-y,,,,,,
Day 2,08:23:36,12,dMRI,DWI_AP_dir71,,3,Y,Y,308,dMRI,Y,D,5,5,,DWI_dir71_AP,'-y,,,1,Y,100.0,100.0
Day 2,08:33:33,13,dMRI_SBRef,DWI_PA_dir71_SBRef,,3,Y,Y,309,dMRI_SBRef,N,D,5,5,,DWI_dir71_PA_SBRef,'+y,,,,,,
Day 2,08:33:54,14,dMRI,DWI_PA_dir71,,3,Y,Y,310,dMRI,Y,D,5,5,,DWI_dir71_PA,'+y,,,2,Y,100.0,100.0
Day 2,08:50:04,15,Localizer,Localizer,,3,N,,,,,,,,,,,,,,,,
Day 2,08:50:11,16,AAHScout,AAHScout_32ch,,3,N,,,,,,,,,,,,,,,,
Day 2,08:50:11,17,AAHScout,AAHScout_32ch_MPR,,3,N,,,,,,,,,,,,,,,,
Day 2,08:50:26,18,Localizer_aligned,Localizer_aligned,,3,N,,,,,,,,,,,,,,,,
Day 2,08:52:30,19,dMRI_SBRef,DWI_AP_dir72_SBRef,,3,Y,Y,311,dMRI_SBRef,N,D,6,5,,DWI_dir72_AP_SBRef,'-y,,,,,,
Day 2,08:52:51,20,dMRI,DWI_AP_dir72,,3,Y,Y,312,dMRI,Y,D,6,5,,DWI_dir72_AP,'-y,,,3,Y,100.0,100.0
Day 2,09:02:54,21,dMRI_SBRef,DWI_PA_dir72_SBRef,,3,Y,Y,313,dMRI_SBRef,N,D,6,5,,DWI_dir72_PA_SBRef,'+y,,,,,,
Day 2,09:03:15,22,dMRI,DWI_PA_dir72,,3,Y,Y,314,dMRI,Y,D,6,5,,DWI_dir72_PA,'+y,,,4,Y,100.0,100.0
Day 2,09:12:35,23,DWI_AP_SSref_SBRef,DWI_AP_SSref_SBRef,,3,Y,N,315,,,,6,,,,,,,,,,
Day 2,09:13:03,24,DWI_AP_SSref,DWI_AP_SSref,,3,Y,N,316,,,,6,,,,,,,,,,
Day 2,09:14:02,25,DWI_PA_SSref_SBRef,DWI_PA_SSref_SBRef,,3,Y,N,317,,,,6,,,,,,,,,,
Day 2,09:14:30,26,DWI_PA_SSref,DWI_PA_SSref,,3,Y,N,318,,,,6,,,,,,,,,,
Day 2,09:15:58,27,DWI_AP_SEGref_SBRef,DWI_AP_SEGref_SBRef,,3,Y,N,319,,,,6,,,,,,,,,,
Day 2,09:16:26,28,DWI_AP_SEGref,DWI_AP_SEGref,,3,Y,N,320,,,,6,,,,,,,,,,
Day 2,09:17:54,29,DWI_PA_SEGref_SBRef,DWI_PA_SEGref_SBRef,,3,Y,N,321,,,,6,,,,,,,,,,
Day 2,09:18:22,30,DWI_PA_SEGref,DWI_PA_SEGref,,3,Y,N,322,,,,6,,,,,,,,,,
Day 2,09:18:32,31,FieldMap_dMRI,FieldMap_diffusion,,3,Y,N,323,,,,6,,,,,,,,,,
Day 2,09:18:33,32,FieldMap_dMRI,FieldMap_diffusion,,3,Y,N,324,,,,6,,,,,,,,,,
,2015-08-30,100610_mov2_7T,,,,,,,,,,,,,,,,,,,,,
Day 2,10:53:14,1,Localizer,Localizer,,4,N,,,,,,,,,,,,,,,,
Day 2,10:53:21,2,AAHScout,AAHScout_32ch,,4,N,,,,,,,,,,,,,,,,
Day 2,10:53:21,3,AAHScout,AAHScout_32ch_MPR,,4,N,,,,,,,,,,,,,,,,
Day 2,10:53:38,4,Localizer_aligned,Localizer_aligned,,4,N,,,,,,,,,,,,,,,,
