Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2014-05-31,951457_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,08:39:22,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,08:39:29,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,08:39:29,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,08:39:46,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,08:40:26,5,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,1,,,AFI,,,,,,,
Day 1,08:51:36,6,rfMRI_SBRef,BOLD_REST1_PA_SBRef,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,08:51:36,7,rfMRI,BOLD_REST1_PA,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,08:52:58,8,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,1,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,08:52:58,9,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,1,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,09:09:53,10,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,09:09:53,11,FieldMap_SE_EPI,BOLD_PA_SE,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,09:11:40,12,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
