Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2015-08-08,617748_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,13:56:41,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,13:56:47,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,13:56:47,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,13:57:05,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,13:57:39,5,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,1,,,AFI,,,,,,,
Day 1,14:05:20,6,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,1,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,14:05:29,7,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,1,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,14:22:39,8,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,14:23:01,9,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,105,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,14:24:43,10,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,106,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,14:25:04,11,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,107,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,14:27:31,12,tfMRI_SBRef,BOLD_MOVIE1_AP_SBRef,,1,Y,Y,108,tfMRI_SBRef,N,B,1,2,,tfMRI_MOVIE1_AP_SBRef,'-y,,,,,,
Day 1,14:27:40,13,tfMRI,BOLD_MOVIE1_AP,,1,Y,Y,109,tfMRI,Y,B,1,2,,tfMRI_MOVIE1_AP,'-y,,,1,Y,100.0,
Day 1,14:44:21,14,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,110,FieldMap_SE_EPI_SBRef,N,B,1,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,14:44:43,15,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,111,FieldMap_SE_EPI,N,B,1,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,14:45:57,16,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,112,FieldMap_SE_EPI_SBRef,N,B,1,2,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,14:46:19,17,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,113,FieldMap_SE_EPI,N,B,1,2,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,14:48:09,18,tfMRI_SBRef,BOLD_MOVIE2_PA_SBRef,,1,Y,Y,114,tfMRI_SBRef,N,B,1,2,,tfMRI_MOVIE2_PA_SBRef,'+y,,,,,,
Day 1,14:48:18,19,tfMRI,BOLD_MOVIE2_PA,,1,Y,Y,115,tfMRI,Y,B,1,2,,tfMRI_MOVIE2_PA,'+y,,,1,Y,100.0,
Day 1,15:03:49,20,FieldMap,FieldMap_Magnitude,,1,Y,N,116,,,,1,,,,,,,,,,
Day 1,15:03:49,21,FieldMap,FieldMap_Phase,,1,Y,N,117,,,,1,,,,,,,,,,
,2015-08-08,617748_ret_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,16:45:02,1,Localizer,Localizer,,2,N,,,,,,,,,,,,,,,,
Day 1,16:45:09,2,AAHScout,AAHScout_32ch,,2,N,,,,,,,,,,,,,,,,
Day 1,16:45:09,3,AAHScout,AAHScout_32ch_MPR,,2,N,,,,,,,,,,,,,,,,
Day 1,16:45:28,4,Localizer_aligned,Localizer_aligned,,2,N,,,,,,,,,,,,,,,,
Day 1,16:49:42,5,rfMRI_SBRef,BOLD_REST2_AP_SBRef,,2,Y,Y,201,rfMRI_SBRef,N,C,2,3,,rfMRI_REST2_AP_SBRef,'-y,,,,,,
Day 1,16:49:51,6,rfMRI,BOLD_REST2_AP,,2,Y,Y,202,rfMRI,Y,C,2,3,,rfMRI_REST2_AP,'-y,,,1,Y,100.0,
Day 1,17:06:14,7,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,203,FieldMap_SE_EPI_SBRef,N,C,2,3,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,17:06:35,8,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,204,FieldMap_SE_EPI,N,C,2,3,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,17:07:50,9,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,2,Y,Y,205,FieldMap_SE_EPI_SBRef,N,C,2,3,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,17:08:12,10,FieldMap_SE_EPI,BOLD_AP_SE,,2,Y,Y,206,FieldMap_SE_EPI,N,C,2,3,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,17:10:30,11,tfMRI_SBRef,BOLD_RET1_AP_SBRef,,2,Y,Y,207,tfMRI_SBRef,N,C,2,4,,tfMRI_RETCCW_AP_SBRef,'-y,,,,,,
Day 1,17:10:39,12,tfMRI,BOLD_RET1_AP,,2,Y,Y,208,tfMRI,Y,C,2,4,,tfMRI_RETCCW_AP,'-y,,,1,Y,100.0,
Day 1,17:17:40,13,tfMRI_SBRef,BOLD_RET2_PA_SBRef,,2,Y,Y,209,tfMRI_SBRef,N,C,2,4,,tfMRI_RETCW_PA_SBRef,'+y,,,,,,
Day 1,17:17:49,14,tfMRI,BOLD_RET2_PA,,2,Y,Y,210,tfMRI,Y,C,2,4,,tfMRI_RETCW_PA,'+y,,,1,Y,100.0,
Day 1,17:24:24,15,tfMRI_SBRef,BOLD_RET3_AP_SBRef,,2,Y,Y,211,tfMRI_SBRef,N,C,2,4,,tfMRI_RETEXP_AP_SBRef,'-y,,,,,,
Day 1,17:24:33,16,tfMRI,BOLD_RET3_AP,,2,Y,Y,212,tfMRI,Y,C,2,4,,tfMRI_RETEXP_AP,'-y,,,1,Y,100.0,
Day 1,17:31:35,17,tfMRI_SBRef,BOLD_RET4_PA_SBRef,,2,Y,Y,213,tfMRI_SBRef,N,C,2,4,,tfMRI_RETCON_PA_SBRef,'+y,,,,,,
Day 1,17:31:44,18,tfMRI,BOLD_RET4_PA,,2,Y,Y,214,tfMRI,Y,C,2,4,,tfMRI_RETCON_PA,'+y,,,1,Y,100.0,
Day 1,17:38:12,19,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,215,FieldMap_SE_EPI_SBRef,N,C,2,4,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,17:38:33,20,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,216,FieldMap_SE_EPI,N,C,2,4,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,17:39:47,21,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,2,Y,Y,217,FieldMap_SE_EPI_SBRef,N,C,2,4,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,17:40:09,22,FieldMap_SE_EPI,BOLD_AP_SE,,2,Y,Y,218,FieldMap_SE_EPI,N,C,2,4,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,17:42:18,23,tfMRI_SBRef,BOLD_RET5_AP_SBRef,,2,Y,Y,219,tfMRI_SBRef,N,C,2,4,,tfMRI_RETBAR1_AP_SBRef,'-y,,,,,,
Day 1,17:42:27,24,tfMRI,BOLD_RET5_AP,,2,Y,Y,220,tfMRI,Y,C,2,4,,tfMRI_RETBAR1_AP,'-y,,,1,Y,100.0,
Day 1,17:49:13,25,tfMRI_SBRef,BOLD_RET6_PA_SBRef,,2,Y,Y,221,tfMRI_SBRef,N,C,2,4,,tfMRI_RETBAR2_PA_SBRef,'+y,,,,,,
Day 1,17:49:22,26,tfMRI,BOLD_RET6_PA,,2,Y,Y,222,tfMRI,Y,C,2,4,,tfMRI_RETBAR2_PA,'+y,,,1,Y,100.0,
Day 1,17:54:35,27,FieldMap,FieldMap_Magnitude,,2,Y,N,223,,,,2,,,,,,,,,,
Day 1,17:54:35,28,FieldMap,FieldMap_Phase,,2,Y,N,224,,,,2,,,,,,,,,,
,2015-08-09,617748_diff_7T,,,,,,,,,,,,,,,,,,,,,
Day 2,11:00:50,1,Localizer,Localizer,,3,N,,,,,,,,,,,,,,,,
Day 2,11:00:56,2,AAHScout,AAHScout_32ch,,3,N,,,,,,,,,,,,,,,,
Day 2,11:00:56,3,AAHScout,AAHScout_32ch_MPR,,3,N,,,,,,,,,,,,,,,,
Day 2,11:01:15,4,Localizer_aligned,Localizer_aligned,,3,N,,,,,,,,,,,,,,,,
Day 2,11:05:11,5,rfMRI_SBRef,BOLD_REST3_PA_SBRef,,3,Y,Y,301,rfMRI_SBRef,N,D,3,5,,rfMRI_REST3_PA_SBRef,'+y,,,,,,
Day 2,11:05:20,6,rfMRI,BOLD_REST3_PA,,3,Y,Y,302,rfMRI,Y,D,3,5,,rfMRI_REST3_PA,'+y,,,1,Y,100.0,
Day 2,11:21:52,7,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,3,Y,Y,303,FieldMap_SE_EPI_SBRef,N,D,3,5,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 2,11:22:13,8,FieldMap_SE_EPI,BOLD_PA_SE,,3,Y,Y,304,FieldMap_SE_EPI,N,D,3,5,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 2,11:23:28,9,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,3,Y,Y,305,FieldMap_SE_EPI_SBRef,N,D,3,5,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 2,11:23:49,10,FieldMap_SE_EPI,BOLD_AP_SE,,3,Y,Y,306,FieldMap_SE_EPI,N,D,3,5,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 2,11:25:51,11,dMRI_SBRef,DWI_AP_dir71_SBRef,,3,Y,Y,307,dMRI_SBRef,N,D,3,5,,DWI_dir71_AP_SBRef,'-y,,,,,,
Day 2,11:26:12,12,dMRI,DWI_AP_dir71,,3,Y,Y,308,dMRI,Y,D,3,5,,DWI_dir71_AP,'-y,,,1,Y,100.0,100.0
Day 2,11:36:13,13,dMRI_SBRef,DWI_PA_dir71_SBRef,,3,Y,Y,309,dMRI_SBRef,N,D,3,5,,DWI_dir71_PA_SBRef,'+y,,,,,,
Day 2,11:36:34,14,dMRI,DWI_PA_dir71,,3,Y,Y,310,dMRI,Y,D,3,5,,DWI_dir71_PA,'+y,,,2,Y,100.0,100.0
Day 2,11:46:45,15,dMRI_SBRef,DWI_AP_dir72_SBRef,,3,Y,Y,311,dMRI_SBRef,N,D,3,5,,DWI_dir72_AP_SBRef,'-y,,,,,,
Day 2,11:47:06,16,dMRI,DWI_AP_dir72,,3,Y,Y,312,dMRI,Y,D,3,5,,DWI_dir72_AP,'-y,,,3,Y,100.0,100.0
Day 2,11:57:13,17,dMRI_SBRef,DWI_PA_dir72_SBRef,,3,Y,Y,313,dMRI_SBRef,N,D,3,5,,DWI_dir72_PA_SBRef,'+y,,,,,,
Day 2,11:57:34,18,dMRI,DWI_PA_dir72,,3,Y,Y,314,dMRI,Y,D,3,5,,DWI_dir72_PA,'+y,,,4,Y,100.0,100.0
Day 2,12:07:13,19,DWI_AP_SSref_SBRef,DWI_AP_SSref_SBRef,,3,Y,N,315,,,,3,,,,,,,,,,
Day 2,12:07:41,20,DWI_AP_SSref,DWI_AP_SSref,,3,Y,N,316,,,,3,,,,,,,,,,
Day 2,12:08:42,21,DWI_PA_SSref_SBRef,DWI_PA_SSref_SBRef,,3,Y,N,317,,,,3,,,,,,,,,,
Day 2,12:09:10,22,DWI_PA_SSref,DWI_PA_SSref,,3,Y,N,318,,,,3,,,,,,,,,,
Day 2,12:10:37,23,DWI_AP_SEGref_SBRef,DWI_AP_SEGref_SBRef,,3,Y,N,319,,,,3,,,,,,,,,,
Day 2,12:11:05,24,DWI_AP_SEGref,DWI_AP_SEGref,,3,Y,N,320,,,,3,,,,,,,,,,
Day 2,12:12:32,25,DWI_PA_SEGref_SBRef,DWI_PA_SEGref_SBRef,,3,Y,N,321,,,,3,,,,,,,,,,
Day 2,12:13:00,26,DWI_PA_SEGref,DWI_PA_SEGref,,3,Y,N,322,,,,3,,,,,,,,,,
Day 2,12:13:10,27,FieldMap_dMRI,FieldMap_diffusion,,3,Y,N,323,,,,3,,,,,,,,,,
Day 2,12:13:11,28,FieldMap_dMRI,FieldMap_diffusion,,3,Y,N,324,,,,3,,,,,,,,,,
,2015-08-09,617748_mov2_7T,,,,,,,,,,,,,,,,,,,,,
Day 2,13:50:21,1,Localizer,Localizer,,4,N,,,,,,,,,,,,,,,,
Day 2,13:50:28,2,AAHScout,AAHScout_32ch,,4,N,,,,,,,,,,,,,,,,
Day 2,13:50:28,3,AAHScout,AAHScout_32ch_MPR,,4,N,,,,,,,,,,,,,,,,
Day 2,13:50:45,4,Localizer_aligned,Localizer_aligned,,4,N,,,,,,,,,,,,,,,,
Day 2,13:54:43,5,rfMRI_SBRef,BOLD_REST4_AP_SBRef,,4,Y,Y,401,rfMRI_SBRef,N,E,4,6,,rfMRI_REST4_AP_SBRef,'-y,,,,,,
Day 2,13:54:53,6,rfMRI,BOLD_REST4_AP,,4,Y,Y,402,rfMRI,Y,E,4,6,,rfMRI_REST4_AP,'-y,,,1,Y,100.0,
Day 2,14:11:01,7,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,4,Y,Y,403,FieldMap_SE_EPI_SBRef,N,E,4,6,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 2,14:11:22,8,FieldMap_SE_EPI,BOLD_PA_SE,,4,Y,Y,404,FieldMap_SE_EPI,N,E,4,6,,SpinEchoFieldMap_PA,'+y,,,,,,
