Session Day,Acquisition Time,Scan Number,Scan Type,Scan Description,Usability,Session,CountScan,Release,CDB_scan,CDB_Type,View,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,CDB_Description,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
,2015-09-12,585256_mov1_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,10:32:04,1,Localizer,Localizer,,1,N,,,,,,,,,,,,,,,,
Day 1,10:32:10,2,AAHScout,AAHScout_32ch,,1,N,,,,,,,,,,,,,,,,
Day 1,10:32:10,3,AAHScout,AAHScout_32ch_MPR,,1,N,,,,,,,,,,,,,,,,
Day 1,10:32:28,4,Localizer_aligned,Localizer_aligned,,1,N,,,,,,,,,,,,,,,,
Day 1,10:33:13,5,Bias_Transmit,AFI,,1,Y,Y,101,Bias_Transmit,N,A,1,,,AFI,,,,,,,
Day 1,10:41:40,6,rfMRI_SBRef,BOLD_REST1_PA_SBRef,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,10:41:49,7,rfMRI,BOLD_REST1_PA,unusable,1,N,,,,,,,,,,,,,,,,
Day 1,10:45:38,8,rfMRI_SBRef,BOLD_REST1_PA_SBRef,,1,Y,Y,102,rfMRI_SBRef,N,B,1,1,,rfMRI_REST1_PA_SBRef,'+y,,,,,,
Day 1,10:45:47,9,rfMRI,BOLD_REST1_PA,,1,Y,Y,103,rfMRI,Y,B,1,1,,rfMRI_REST1_PA,'+y,,,1,Y,100.0,
Day 1,11:02:51,10,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,104,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,11:03:13,11,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,105,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,11:05:12,12,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,1,Y,Y,106,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,11:05:34,13,FieldMap_SE_EPI,BOLD_AP_SE,,1,Y,Y,107,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_AP,'-y,,,,,,
Day 1,11:08:16,14,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,1,Y,Y,108,FieldMap_SE_EPI_SBRef,N,B,1,1,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,11:08:38,15,FieldMap_SE_EPI,BOLD_PA_SE,,1,Y,Y,109,FieldMap_SE_EPI,N,B,1,1,,SpinEchoFieldMap_PA,'+y,,,,,,
,2015-09-12,585256_mov1_7Tb,,,,,,,,,,,,,,,,,,,,,
Day 1,13:16:16,1,Localizer,Localizer,,2,N,,,,,,,,,,,,,,,,
Day 1,13:16:22,2,AAHScout,AAHScout_32ch,,2,N,,,,,,,,,,,,,,,,
Day 1,13:16:22,3,AAHScout,AAHScout_32ch_MPR,,2,N,,,,,,,,,,,,,,,,
Day 1,13:16:40,4,Localizer_aligned,Localizer_aligned,,2,N,,,,,,,,,,,,,,,,
Day 1,13:20:27,5,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,201,FieldMap_SE_EPI_SBRef,N,C,2,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,13:20:48,6,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,202,FieldMap_SE_EPI,N,C,2,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,13:27:13,7,tfMRI_SBRef,BOLD_MOVIE1_AP_SBRef,,2,Y,Y,203,tfMRI_SBRef,N,C,2,2,,tfMRI_MOVIE1_AP_SBRef,'-y,,,,,,
Day 1,13:27:22,8,tfMRI,BOLD_MOVIE1_AP,,2,Y,Y,204,tfMRI,Y,C,2,2,,tfMRI_MOVIE1_AP,'-y,,,1,Y,100.0,
Day 1,13:44:05,9,FieldMap_SE_EPI_SBRef,BOLD_PA_SE_SBRef,,2,Y,Y,205,FieldMap_SE_EPI_SBRef,N,C,2,2,,SpinEchoFieldMap_PA_SBRef,,,,,,,
Day 1,13:44:26,10,FieldMap_SE_EPI,BOLD_PA_SE,,2,Y,Y,206,FieldMap_SE_EPI,N,C,2,2,,SpinEchoFieldMap_PA,'+y,,,,,,
Day 1,13:45:36,11,FieldMap_SE_EPI_SBRef,BOLD_AP_SE_SBRef,,2,Y,Y,207,FieldMap_SE_EPI_SBRef,N,C,2,2,,SpinEchoFieldMap_AP_SBRef,,,,,,,
Day 1,13:45:57,12,FieldMap_SE_EPI,BOLD_AP_SE,,2,Y,Y,208,FieldMap_SE_EPI,N,C,2,2,,SpinEchoFieldMap_AP,'-y,,,,,,
,2015-09-12,585256_diff_7T,,,,,,,,,,,,,,,,,,,,,
Day 1,13:56:45,1,Localizer,Localizer,,3,N,,,,,,,,,,,,,,,,
Day 1,13:56:51,2,AAHScout,AAHScout_32ch,,3,N,,,,,,,,,,,,,,,,
Day 1,13:56:51,3,AAHScout,AAHScout_32ch_MPR,,3,N,,,,,,,,,,,,,,,,
Day 1,13:57:10,4,Localizer_aligned,Localizer_aligned,,3,N,,,,,,,,,,,,,,,,
Day 1,14:00:58,5,dMRI_SBRef,DWI_AP_dir71_SBRef,,3,Y,Y,301,dMRI_SBRef,N,D,3,,,DWI_dir71_AP_SBRef,'-y,,,,,,
Day 1,14:01:19,6,dMRI,DWI_AP_dir71,,3,Y,Y,302,dMRI,Y,D,3,,,DWI_dir71_AP,'-y,,,1,Y,100.0,100.0
Day 1,14:11:10,7,dMRI_SBRef,DWI_PA_dir71_SBRef,,3,Y,Y,303,dMRI_SBRef,N,D,3,,,DWI_dir71_PA_SBRef,'+y,,,,,,
Day 1,14:11:31,8,dMRI,DWI_PA_dir71,,3,Y,Y,304,dMRI,Y,D,3,,,DWI_dir71_PA,'+y,,,2,Y,100.0,100.0
Day 1,14:21:22,9,dMRI_SBRef,DWI_AP_dir72_SBRef,,3,Y,Y,305,dMRI_SBRef,N,D,3,,,DWI_dir72_AP_SBRef,'-y,,,,,,
Day 1,14:21:43,10,dMRI,DWI_AP_dir72,,3,Y,Y,306,dMRI,Y,D,3,,,DWI_dir72_AP,'-y,,,3,Y,100.0,100.0
Day 1,14:31:41,11,dMRI_SBRef,DWI_PA_dir72_SBRef,,3,Y,Y,307,dMRI_SBRef,N,D,3,,,DWI_dir72_PA_SBRef,'+y,,,,,,
Day 1,14:32:02,12,dMRI,DWI_PA_dir72,,3,Y,Y,308,dMRI,Y,D,3,,,DWI_dir72_PA,'+y,,,4,Y,100.0,100.0
Day 1,14:41:21,13,DWI_AP_SSref_SBRef,DWI_AP_SSref_SBRef,,3,Y,N,309,,,,3,,,,,,,,,,
Day 1,14:41:49,14,DWI_AP_SSref,DWI_AP_SSref,,3,Y,N,310,,,,3,,,,,,,,,,
Day 1,14:42:42,15,DWI_PA_SSref_SBRef,DWI_PA_SSref_SBRef,,3,Y,N,311,,,,3,,,,,,,,,,
